,TIME_PERIOD,Country,gdp_growth_MoM
5774,1971-06,United States,0.15500445092392212
4851,1971-07,United Kingdom,0.3956796737620518
1386,1971-07,France,0.38044258838331735
5775,1971-07,United States,0.221476047586179
3255,1971-07,Italy,0.35080441002720497
459,1971-07,Canada,0.5554833089265456
4023,1971-07,Japan,0.3042156239231486
2154,1971-07,Germany,0.39762133378165143
4852,1971-08,United Kingdom,0.3956796737620518
5776,1971-08,United States,0.221476047586179
1387,1971-08,France,0.38044258838331735
4024,1971-08,Japan,0.3042156239231486
2155,1971-08,Germany,0.39762133378165143
460,1971-08,Canada,0.5554833089265456
3256,1971-08,Italy,0.35080441002720497
461,1971-09,Canada,0.5554833089265456
3257,1971-09,Italy,0.35080441002720497
4025,1971-09,Japan,0.3042156239231486
1388,1971-09,France,0.38044258838331735
2156,1971-09,Germany,0.39762133378165143
5777,1971-09,United States,0.221476047586179
4853,1971-09,United Kingdom,0.3956796737620518
3258,1971-10,Italy,0.16090070007983837
5778,1971-10,United States,0.07285192573784838
4854,1971-10,United Kingdom,0.11756717628562652
1389,1971-10,France,0.22909909706102338
2157,1971-10,Germany,0.028887139721192834
4026,1971-10,Japan,0.24095869690162042
462,1971-10,Canada,0.2791464522326026
1390,1971-11,France,0.22909909706102338
4027,1971-11,Japan,0.24095869690162042
5779,1971-11,United States,0.07285192573784838
3259,1971-11,Italy,0.16090070007983837
2158,1971-11,Germany,0.028887139721192834
4855,1971-11,United Kingdom,0.11756717628562652
463,1971-11,Canada,0.2791464522326026
4856,1971-12,United Kingdom,0.11756717628562652
4028,1971-12,Japan,0.24095869690162042
2159,1971-12,Germany,0.028887139721192834
1391,1971-12,France,0.22909909706102338
464,1971-12,Canada,0.2791464522326026
5780,1971-12,United States,0.07285192573784838
3260,1971-12,Italy,0.16090070007983837
3261,1972-01,Italy,0.28155642902420563
4029,1972-01,Japan,0.6208234594505735
4857,1972-01,United Kingdom,0.0631837888988116
465,1972-01,Canada,0.12696786576569763
5781,1972-01,United States,0.415676845670901
2160,1972-01,Germany,0.0326249404118355
1392,1972-01,France,0.32187752124291147
4030,1972-02,Japan,0.6208234594505735
3262,1972-02,Italy,0.28155642902420563
2161,1972-02,Germany,0.0326249404118355
5782,1972-02,United States,0.415676845670901
4858,1972-02,United Kingdom,0.0631837888988116
466,1972-02,Canada,0.12696786576569763
1393,1972-02,France,0.32187752124291147
1394,1972-03,France,0.32187752124291147
467,1972-03,Canada,0.12696786576569763
5783,1972-03,United States,0.415676845670901
3263,1972-03,Italy,0.28155642902420563
4031,1972-03,Japan,0.6208234594505735
4859,1972-03,United Kingdom,0.0631837888988116
2162,1972-03,Germany,0.0326249404118355
5784,1972-04,United States,0.48417247004375685
468,1972-04,Canada,0.5652550528656255
3264,1972-04,Italy,0.015336809564451381
1395,1972-04,France,0.11445851431618115
4860,1972-04,United Kingdom,0.5379852831012797
2163,1972-04,Germany,0.38086186604943184
4032,1972-04,Japan,0.4230855789238823
4033,1972-05,Japan,0.4230855789238823
1396,1972-05,France,0.11445851431618115
469,1972-05,Canada,0.5652550528656255
4861,1972-05,United Kingdom,0.5379852831012797
3265,1972-05,Italy,0.015336809564451381
2164,1972-05,Germany,0.38086186604943184
5785,1972-05,United States,0.48417247004375685
4034,1972-06,Japan,0.4230855789238823
470,1972-06,Canada,0.5652550528656255
1397,1972-06,France,0.11445851431618115
4862,1972-06,United Kingdom,0.5379852831012797
5786,1972-06,United States,0.48417247004375685
2165,1972-06,Germany,0.38086186604943184
3266,1972-06,Italy,0.015336809564451381
4863,1972-07,United Kingdom,0.08189975843551922
5787,1972-07,United States,0.24806947481960684
471,1972-07,Canada,0.09047139417570826
4035,1972-07,Japan,0.463493280196857
2166,1972-07,Germany,0.4941407313367432
3267,1972-07,Italy,0.3291574173998699
1398,1972-07,France,0.23594062778835778
2167,1972-08,Germany,0.4941407313367432
4864,1972-08,United Kingdom,0.08189975843551922
4036,1972-08,Japan,0.463493280196857
472,1972-08,Canada,0.09047139417570826
1399,1972-08,France,0.23594062778835778
3268,1972-08,Italy,0.3291574173998699
5788,1972-08,United States,0.24806947481960684
473,1972-09,Canada,0.09047139417570826
3269,1972-09,Italy,0.3291574173998699
5789,1972-09,United States,0.24806947481960684
1400,1972-09,France,0.23594062778835778
4037,1972-09,Japan,0.463493280196857
2168,1972-09,Germany,0.4941407313367432
4865,1972-09,United Kingdom,0.08189975843551922
1401,1972-10,France,0.3856070245056613
5790,1972-10,United States,0.3880679556709572
3270,1972-10,Italy,0.13838422065190836
4866,1972-10,United Kingdom,0.3680974377506516
2169,1972-10,Germany,0.36689268497362026
474,1972-10,Canada,0.4961221684763295
4038,1972-10,Japan,0.520558374466151
2170,1972-11,Germany,0.36689268497362026
1402,1972-11,France,0.3856070245056613
3271,1972-11,Italy,0.13838422065190836
475,1972-11,Canada,0.4961221684763295
5791,1972-11,United States,0.3880679556709572
4039,1972-11,Japan,0.520558374466151
4867,1972-11,United Kingdom,0.3680974377506516
5792,1972-12,United States,0.3880679556709572
476,1972-12,Canada,0.4961221684763295
4040,1972-12,Japan,0.520558374466151
3272,1972-12,Italy,0.13838422065190836
1403,1972-12,France,0.3856070245056613
4868,1972-12,United Kingdom,0.3680974377506516
2171,1972-12,Germany,0.36689268497362026
3273,1973-01,Italy,0.23888738148523325
5793,1973-01,United States,0.514662391559555
4041,1973-01,Japan,0.6317455896526054
4869,1973-01,United Kingdom,0.8074194787833686
477,1973-01,Canada,0.5278535101653716
1404,1973-01,France,0.44101173594566645
2172,1973-01,Germany,0.3356455665665872
2173,1973-02,Germany,0.3356455665665872
478,1973-02,Canada,0.5278535101653716
3274,1973-02,Italy,0.23888738148523325
4870,1973-02,United Kingdom,0.8074194787833686
1405,1973-02,France,0.44101173594566645
5794,1973-02,United States,0.514662391559555
4042,1973-02,Japan,0.6317455896526054
3275,1973-03,Italy,0.23888738148523325
5795,1973-03,United States,0.514662391559555
479,1973-03,Canada,0.5278535101653716
1406,1973-03,France,0.44101173594566645
2174,1973-03,Germany,0.3356455665665872
4043,1973-03,Japan,0.6317455896526054
4871,1973-03,United Kingdom,0.8074194787833686
4044,1973-04,Japan,0.2416999468781078
4872,1973-04,United Kingdom,0.06073451227227955
5796,1973-04,United States,0.2782869813648714
2175,1973-04,Germany,0.20251266610390894
1407,1973-04,France,0.2765790343204444
3276,1973-04,Italy,0.5869618205232252
480,1973-04,Canada,0.2501856564773062
5797,1973-05,United States,0.2782869813648714
2176,1973-05,Germany,0.20251266610390894
1408,1973-05,France,0.2765790343204444
3277,1973-05,Italy,0.5869618205232252
4873,1973-05,United Kingdom,0.06073451227227955
4045,1973-05,Japan,0.2416999468781078
481,1973-05,Canada,0.2501856564773062
2177,1973-06,Germany,0.20251266610390894
1409,1973-06,France,0.2765790343204444
482,1973-06,Canada,0.2501856564773062
4874,1973-06,United Kingdom,0.06073451227227955
5798,1973-06,United States,0.2782869813648714
3278,1973-06,Italy,0.5869618205232252
4046,1973-06,Japan,0.2416999468781078
4047,1973-07,Japan,0.08905993211610297
4875,1973-07,United Kingdom,0.5930291561030065
483,1973-07,Canada,0.13573067249915494
5799,1973-07,United States,0.22021391412824154
3279,1973-07,Italy,0.6110925791165565
1410,1973-07,France,0.2295543680568024
2178,1973-07,Germany,0.0990936603179533
484,1973-08,Canada,0.13573067249915494
1411,1973-08,France,0.2295543680568024
4876,1973-08,United Kingdom,0.5930291561030065
5800,1973-08,United States,0.22021391412824154
4048,1973-08,Japan,0.08905993211610297
3280,1973-08,Italy,0.6110925791165565
2179,1973-08,Germany,0.0990936603179533
5801,1973-09,United States,0.22021391412824154
485,1973-09,Canada,0.13573067249915494
4877,1973-09,United Kingdom,0.5930291561030065
1412,1973-09,France,0.2295543680568024
2180,1973-09,Germany,0.0990936603179533
3281,1973-09,Italy,0.6110925791165565
4049,1973-09,Japan,0.08905993211610297
486,1973-10,Canada,0.4168788800309524
1413,1973-10,France,0.3158453575412892
3282,1973-10,Italy,0.5099510789232338
5802,1973-10,United States,0.24916869334595582
4878,1973-10,United Kingdom,0.14976883058019386
2181,1973-10,Germany,0.0768923064913054
4050,1973-10,Japan,0.30759572780052746
3283,1973-11,Italy,0.5099510789232338
5803,1973-11,United States,0.24916869334595582
487,1973-11,Canada,0.4168788800309524
2182,1973-11,Germany,0.0768923064913054
4879,1973-11,United Kingdom,0.14976883058019386
4051,1973-11,Japan,0.30759572780052746
1414,1973-11,France,0.3158453575412892
488,1973-12,Canada,0.4168788800309524
5804,1973-12,United States,0.24916869334595582
4052,1973-12,Japan,0.30759572780052746
1415,1973-12,France,0.3158453575412892
2183,1973-12,Germany,0.0768923064913054
4880,1973-12,United Kingdom,0.14976883058019386
3284,1973-12,Italy,0.5099510789232338
4881,1974-01,United Kingdom,-0.21117985865181965
5805,1974-01,United States,0.4803864619486041
2184,1974-01,Germany,0.2266470293685401
3285,1974-01,Italy,0.21891237700114496
4053,1974-01,Japan,-0.3455236734930869
1416,1974-01,France,0.25131318656307267
489,1974-01,Canada,0.22263355290589537
4882,1974-02,United Kingdom,-0.21117985865181965
4054,1974-02,Japan,-0.3455236734930869
1417,1974-02,France,0.25131318656307267
3286,1974-02,Italy,0.21891237700114496
5806,1974-02,United States,0.4803864619486041
2185,1974-02,Germany,0.2266470293685401
490,1974-02,Canada,0.22263355290589537
5807,1974-03,United States,0.4803864619486041
3287,1974-03,Italy,0.21891237700114496
4055,1974-03,Japan,-0.3455236734930869
2186,1974-03,Germany,0.2266470293685401
4883,1974-03,United Kingdom,-0.21117985865181965
491,1974-03,Canada,0.22263355290589537
1418,1974-03,France,0.25131318656307267
4056,1974-04,Japan,0.1982157455672029
3288,1974-04,Italy,0.25041347686775683
2187,1974-04,Germany,0.02633352131316169
1419,1974-04,France,0.14487769992269994
492,1974-04,Canada,0.2653029175577646
4884,1974-04,United Kingdom,0.34585630025526726
5808,1974-04,United States,0.07367155492280597
3289,1974-05,Italy,0.25041347686775683
493,1974-05,Canada,0.2653029175577646
2188,1974-05,Germany,0.02633352131316169
4885,1974-05,United Kingdom,0.34585630025526726
5809,1974-05,United States,0.07367155492280597
1420,1974-05,France,0.14487769992269994
4057,1974-05,Japan,0.1982157455672029
4886,1974-06,United Kingdom,0.34585630025526726
1421,1974-06,France,0.14487769992269994
3290,1974-06,Italy,0.25041347686775683
4058,1974-06,Japan,0.1982157455672029
494,1974-06,Canada,0.2653029175577646
2189,1974-06,Germany,0.02633352131316169
5810,1974-06,United States,0.07367155492280597
4059,1974-07,Japan,0.31610347641031833
495,1974-07,Canada,0.006365655777723411
2190,1974-07,Germany,1.4499978975290873e-06
5811,1974-07,United States,0.6203451541289156
1422,1974-07,France,0.24793278071480462
4887,1974-07,United Kingdom,0.16879249566475174
3291,1974-07,Italy,0.05274036708807506
5812,1974-08,United States,0.6203451541289156
4060,1974-08,Japan,0.31610347641031833
2191,1974-08,Germany,1.4499978975290873e-06
1423,1974-08,France,0.24793278071480462
3292,1974-08,Italy,0.05274036708807506
4888,1974-08,United Kingdom,0.16879249566475174
496,1974-08,Canada,0.006365655777723411
4889,1974-09,United Kingdom,0.16879249566475174
5813,1974-09,United States,0.6203451541289156
1424,1974-09,France,0.24793278071480462
4061,1974-09,Japan,0.31610347641031833
2192,1974-09,Germany,1.4499978975290873e-06
3293,1974-09,Italy,0.05274036708807506
497,1974-09,Canada,0.006365655777723411
4062,1974-10,Japan,0.2293719095616087
2193,1974-10,Germany,0.3595417840356431
3294,1974-10,Italy,-0.02926035376821856
1425,1974-10,France,0.20094731088796325
4890,1974-10,United Kingdom,0.22524969597986733
5814,1974-10,United States,0.15116920708971104
498,1974-10,Canada,0.21756408300043373
499,1974-11,Canada,0.21756408300043373
5815,1974-11,United States,0.15116920708971104
1426,1974-11,France,0.20094731088796325
2194,1974-11,Germany,0.3595417840356431
4063,1974-11,Japan,0.2293719095616087
3295,1974-11,Italy,-0.02926035376821856
4891,1974-11,United Kingdom,0.22524969597986733
2195,1974-12,Germany,0.3595417840356431
500,1974-12,Canada,0.21756408300043373
4064,1974-12,Japan,0.2293719095616087
5816,1974-12,United States,0.15116920708971104
3296,1974-12,Italy,-0.02926035376821856
1427,1974-12,France,0.20094731088796325
4892,1974-12,United Kingdom,0.22524969597986733
501,1975-01,Canada,0.23075757819267206
4893,1975-01,United Kingdom,0.01353152689566639
4065,1975-01,Japan,0.04184230528541244
2196,1975-01,Germany,0.24933709040110918
3297,1975-01,Italy,0.09565638348273442
5817,1975-01,United States,0.3984905312333721
1428,1975-01,France,0.1806310725014023
3298,1975-02,Italy,0.09565638348273442
502,1975-02,Canada,0.23075757819267206
4066,1975-02,Japan,0.04184230528541244
4894,1975-02,United Kingdom,0.01353152689566639
1429,1975-02,France,0.1806310725014023
5818,1975-02,United States,0.3984905312333721
2197,1975-02,Germany,0.24933709040110918
2198,1975-03,Germany,0.24933709040110918
3299,1975-03,Italy,0.09565638348273442
4895,1975-03,United Kingdom,0.01353152689566639
1430,1975-03,France,0.1806310725014023
503,1975-03,Canada,0.23075757819267206
4067,1975-03,Japan,0.04184230528541244
5819,1975-03,United States,0.3984905312333721
4068,1975-04,Japan,0.4766980133258645
2199,1975-04,Germany,0.2073350242449924
3300,1975-04,Italy,0.017507917283507646
504,1975-04,Canada,0.3167312072050006
4896,1975-04,United Kingdom,0.14677259139162846
5820,1975-04,United States,0.19691364031981617
1431,1975-04,France,0.07800676079990176
4897,1975-05,United Kingdom,0.14677259139162846
4069,1975-05,Japan,0.4766980133258645
1432,1975-05,France,0.07800676079990176
505,1975-05,Canada,0.3167312072050006
5821,1975-05,United States,0.19691364031981617
3301,1975-05,Italy,0.017507917283507646
2200,1975-05,Germany,0.2073350242449924
2201,1975-06,Germany,0.2073350242449924
1433,1975-06,France,0.07800676079990176
3302,1975-06,Italy,0.017507917283507646
4898,1975-06,United Kingdom,0.14677259139162846
4070,1975-06,Japan,0.4766980133258645
5822,1975-06,United States,0.19691364031981617
506,1975-06,Canada,0.3167312072050006
4071,1975-07,Japan,0.2882849359320465
2202,1975-07,Germany,0.27809627667549974
3303,1975-07,Italy,0.3428384136467104
507,1975-07,Canada,0.4290699842302905
4899,1975-07,United Kingdom,0.12241503375473584
1434,1975-07,France,0.11530996898658286
5823,1975-07,United States,0.3945441770717659
4072,1975-08,Japan,0.2882849359320465
5824,1975-08,United States,0.3945441770717659
3304,1975-08,Italy,0.3428384136467104
1435,1975-08,France,0.11530996898658286
2203,1975-08,Germany,0.27809627667549974
508,1975-08,Canada,0.4290699842302905
4900,1975-08,United Kingdom,0.12241503375473584
1436,1975-09,France,0.11530996898658286
5825,1975-09,United States,0.3945441770717659
4901,1975-09,United Kingdom,0.12241503375473584
2204,1975-09,Germany,0.27809627667549974
509,1975-09,Canada,0.4290699842302905
3305,1975-09,Italy,0.3428384136467104
4073,1975-09,Japan,0.2882849359320465
4074,1975-10,Japan,0.2706458890410117
4902,1975-10,United Kingdom,0.28619559453849375
5826,1975-10,United States,0.32895444142385655
2205,1975-10,Germany,0.4366277454466114
3306,1975-10,Italy,0.2846986423069575
1437,1975-10,France,0.3295661544983137
510,1975-10,Canada,0.2920946443621597
4903,1975-11,United Kingdom,0.28619559453849375
511,1975-11,Canada,0.2920946443621597
1438,1975-11,France,0.3295661544983137
3307,1975-11,Italy,0.2846986423069575
5827,1975-11,United States,0.32895444142385655
2206,1975-11,Germany,0.4366277454466114
4075,1975-11,Japan,0.2706458890410117
512,1975-12,Canada,0.2920946443621597
1439,1975-12,France,0.3295661544983137
3308,1975-12,Italy,0.2846986423069575
4904,1975-12,United Kingdom,0.28619559453849375
5828,1975-12,United States,0.32895444142385655
2207,1975-12,Germany,0.4366277454466114
4076,1975-12,Japan,0.2706458890410117
2208,1976-01,Germany,0.23823703271762509
4077,1976-01,Japan,0.22700896732510611
513,1976-01,Canada,0.3997732246629315
4905,1976-01,United Kingdom,0.38822207583981716
5829,1976-01,United States,0.4811671495424128
1440,1976-01,France,0.3513436126437841
3309,1976-01,Italy,0.40302622542793776
2209,1976-02,Germany,0.23823703271762509
3310,1976-02,Italy,0.40302622542793776
1441,1976-02,France,0.3513436126437841
4078,1976-02,Japan,0.22700896732510611
4906,1976-02,United Kingdom,0.38822207583981716
5830,1976-02,United States,0.4811671495424128
514,1976-02,Canada,0.3997732246629315
3311,1976-03,Italy,0.40302622542793776
4079,1976-03,Japan,0.22700896732510611
4907,1976-03,United Kingdom,0.38822207583981716
515,1976-03,Canada,0.3997732246629315
5831,1976-03,United States,0.4811671495424128
1442,1976-03,France,0.3513436126437841
2210,1976-03,Germany,0.23823703271762509
4080,1976-04,Japan,0.16736115995128054
3312,1976-04,Italy,0.4107087567295835
516,1976-04,Canada,0.46690224195222707
1443,1976-04,France,0.2990646087745805
5832,1976-04,United States,0.20124270290810564
4908,1976-04,United Kingdom,0.047605719510886324
2211,1976-04,Germany,0.35458250669073554
2212,1976-05,Germany,0.35458250669073554
4081,1976-05,Japan,0.16736115995128054
5833,1976-05,United States,0.20124270290810564
517,1976-05,Canada,0.46690224195222707
3313,1976-05,Italy,0.4107087567295835
4909,1976-05,United Kingdom,0.047605719510886324
1444,1976-05,France,0.2990646087745805
4910,1976-06,United Kingdom,0.047605719510886324
2213,1976-06,Germany,0.35458250669073554
3314,1976-06,Italy,0.4107087567295835
518,1976-06,Canada,0.46690224195222707
5834,1976-06,United States,0.20124270290810564
1445,1976-06,France,0.2990646087745805
4082,1976-06,Japan,0.16736115995128054
2214,1976-07,Germany,0.009858758473625606
4911,1976-07,United Kingdom,0.3086276308362037
5835,1976-07,United States,0.15664896556869
519,1976-07,Canada,0.13489075313268106
1446,1976-07,France,0.13778260652788665
4083,1976-07,Japan,0.3399827769376136
3315,1976-07,Italy,0.524265925229372
5836,1976-08,United States,0.15664896556869
4912,1976-08,United Kingdom,0.3086276308362037
2215,1976-08,Germany,0.009858758473625606
1447,1976-08,France,0.13778260652788665
4084,1976-08,Japan,0.3399827769376136
520,1976-08,Canada,0.13489075313268106
3316,1976-08,Italy,0.524265925229372
4085,1976-09,Japan,0.3399827769376136
521,1976-09,Canada,0.13489075313268106
1448,1976-09,France,0.13778260652788665
4913,1976-09,United Kingdom,0.3086276308362037
3317,1976-09,Italy,0.524265925229372
5837,1976-09,United States,0.15664896556869
2216,1976-09,Germany,0.009858758473625606
522,1976-10,Canada,0.05119350665360045
4086,1976-10,Japan,0.03816306932252278
2217,1976-10,Germany,0.4180618254485007
3318,1976-10,Italy,0.39841137932031256
1449,1976-10,France,0.30956268175552215
5838,1976-10,United States,0.19874952399780588
4914,1976-10,United Kingdom,0.45871591951251856
523,1976-11,Canada,0.05119350665360045
4087,1976-11,Japan,0.03816306932252278
4915,1976-11,United Kingdom,0.45871591951251856
1450,1976-11,France,0.30956268175552215
5839,1976-11,United States,0.19874952399780588
3319,1976-11,Italy,0.39841137932031256
2218,1976-11,Germany,0.4180618254485007
4916,1976-12,United Kingdom,0.45871591951251856
5840,1976-12,United States,0.19874952399780588
1451,1976-12,France,0.30956268175552215
2219,1976-12,Germany,0.4180618254485007
3320,1976-12,Italy,0.39841137932031256
4088,1976-12,Japan,0.03816306932252278
524,1976-12,Canada,0.05119350665360045
1452,1977-01,France,0.28168561596965747
2220,1977-01,Germany,0.22847268445290458
4917,1977-01,United Kingdom,0.019450962691620832
525,1977-01,Canada,0.36330327521574324
5841,1977-01,United States,0.29787288196508865
4089,1977-01,Japan,0.4716539303044802
3321,1977-01,Italy,0.013032619307479454
526,1977-02,Canada,0.36330327521574324
4918,1977-02,United Kingdom,0.019450962691620832
1453,1977-02,France,0.28168561596965747
3322,1977-02,Italy,0.013032619307479454
4090,1977-02,Japan,0.4716539303044802
5842,1977-02,United States,0.29787288196508865
2221,1977-02,Germany,0.22847268445290458
2222,1977-03,Germany,0.22847268445290458
5843,1977-03,United States,0.29787288196508865
527,1977-03,Canada,0.36330327521574324
1454,1977-03,France,0.28168561596965747
4091,1977-03,Japan,0.4716539303044802
4919,1977-03,United Kingdom,0.019450962691620832
3323,1977-03,Italy,0.013032619307479454
1455,1977-04,France,0.12788130452384272
5844,1977-04,United States,0.43288210719269604
3324,1977-04,Italy,0.23760626617526825
2223,1977-04,Germany,0.1614975594777477
528,1977-04,Canada,0.14732897883667828
4092,1977-04,Japan,0.1943688752600714
4920,1977-04,United Kingdom,0.3206372261374252
5845,1977-05,United States,0.43288210719269604
1456,1977-05,France,0.12788130452384272
529,1977-05,Canada,0.14732897883667828
3325,1977-05,Italy,0.23760626617526825
4921,1977-05,United Kingdom,0.3206372261374252
4093,1977-05,Japan,0.1943688752600714
2224,1977-05,Germany,0.1614975594777477
5846,1977-06,United States,0.43288210719269604
4094,1977-06,Japan,0.1943688752600714
1457,1977-06,France,0.12788130452384272
530,1977-06,Canada,0.14732897883667828
4922,1977-06,United Kingdom,0.3206372261374252
2225,1977-06,Germany,0.1614975594777477
3326,1977-06,Italy,0.23760626617526825
3327,1977-07,Italy,0.5986454339674753
4095,1977-07,Japan,0.1891820700476945
531,1977-07,Canada,0.1666263553237084
2226,1977-07,Germany,0.009729340744628834
5847,1977-07,United States,0.4099906060437468
4923,1977-07,United Kingdom,0.1843477490832699
1458,1977-07,France,0.13404379270507882
532,1977-08,Canada,0.1666263553237084
4924,1977-08,United Kingdom,0.1843477490832699
1459,1977-08,France,0.13404379270507882
5848,1977-08,United States,0.4099906060437468
3328,1977-08,Italy,0.5986454339674753
2227,1977-08,Germany,0.009729340744628834
4096,1977-08,Japan,0.1891820700476945
2228,1977-09,Germany,0.009729340744628834
4097,1977-09,Japan,0.1891820700476945
1460,1977-09,France,0.13404379270507882
3329,1977-09,Italy,0.5986454339674753
533,1977-09,Canada,0.1666263553237084
5849,1977-09,United States,0.4099906060437468
4925,1977-09,United Kingdom,0.1843477490832699
4098,1977-10,Japan,0.3307194276102017
2229,1977-10,Germany,0.39601531939001955
5850,1977-10,United States,0.0006638192465027171
4926,1977-10,United Kingdom,0.3917120386098243
1461,1977-10,France,0.07093361377671825
534,1977-10,Canada,0.3723552435854711
3330,1977-10,Italy,0.22911503422044266
4927,1977-11,United Kingdom,0.3917120386098243
5851,1977-11,United States,0.0006638192465027171
1462,1977-11,France,0.07093361377671825
3331,1977-11,Italy,0.22911503422044266
4099,1977-11,Japan,0.3307194276102017
535,1977-11,Canada,0.3723552435854711
2230,1977-11,Germany,0.39601531939001955
536,1977-12,Canada,0.3723552435854711
4100,1977-12,Japan,0.3307194276102017
2231,1977-12,Germany,0.39601531939001955
5852,1977-12,United States,0.0006638192465027171
3332,1977-12,Italy,0.22911503422044266
1463,1977-12,France,0.07093361377671825
4928,1977-12,United Kingdom,0.3917120386098243
5853,1978-01,United States,0.0969175798764299
3333,1978-01,Italy,0.38108818479073303
4101,1978-01,Japan,0.4242682195741527
1464,1978-01,France,0.32269753875460316
2232,1978-01,Germany,0.12190666354147783
537,1978-01,Canada,0.2306013207587665
4929,1978-01,United Kingdom,0.24619389439732253
2233,1978-02,Germany,0.12190666354147783
4102,1978-02,Japan,0.4242682195741527
4930,1978-02,United Kingdom,0.24619389439732253
1465,1978-02,France,0.32269753875460316
3334,1978-02,Italy,0.38108818479073303
5854,1978-02,United States,0.0969175798764299
538,1978-02,Canada,0.2306013207587665
1466,1978-03,France,0.32269753875460316
4103,1978-03,Japan,0.4242682195741527
4931,1978-03,United Kingdom,0.24619389439732253
3335,1978-03,Italy,0.38108818479073303
5855,1978-03,United States,0.0969175798764299
539,1978-03,Canada,0.2306013207587665
2234,1978-03,Germany,0.12190666354147783
4104,1978-04,Japan,0.25401396239457474
3336,1978-04,Italy,0.39757386829887054
5856,1978-04,United States,0.6944191480609037
2235,1978-04,Germany,0.11772447989219481
540,1978-04,Canada,0.18893667838230055
1467,1978-04,France,0.28590591762865025
4932,1978-04,United Kingdom,0.2900164529279874
3337,1978-05,Italy,0.39757386829887054
2236,1978-05,Germany,0.11772447989219481
4105,1978-05,Japan,0.25401396239457474
5857,1978-05,United States,0.6944191480609037
541,1978-05,Canada,0.18893667838230055
1468,1978-05,France,0.28590591762865025
4933,1978-05,United Kingdom,0.2900164529279874
2237,1978-06,Germany,0.11772447989219481
4106,1978-06,Japan,0.25401396239457474
4934,1978-06,United Kingdom,0.2900164529279874
1469,1978-06,France,0.28590591762865025
542,1978-06,Canada,0.18893667838230055
5858,1978-06,United States,0.6944191480609037
3338,1978-06,Italy,0.39757386829887054
543,1978-07,Canada,0.24565666234728067
3339,1978-07,Italy,0.15134469974001075
5859,1978-07,United States,0.2611270580302105
4107,1978-07,Japan,0.3187197730588891
4935,1978-07,United Kingdom,0.3326569824214838
2238,1978-07,Germany,0.32217209090062626
1470,1978-07,France,0.19787651283875407
544,1978-08,Canada,0.24565666234728067
5860,1978-08,United States,0.2611270580302105
2239,1978-08,Germany,0.32217209090062626
4108,1978-08,Japan,0.3187197730588891
3340,1978-08,Italy,0.15134469974001075
1471,1978-08,France,0.19787651283875407
4936,1978-08,United Kingdom,0.3326569824214838
1472,1978-09,France,0.19787651283875407
2240,1978-09,Germany,0.32217209090062626
4109,1978-09,Japan,0.3187197730588891
5861,1978-09,United States,0.2611270580302105
3341,1978-09,Italy,0.15134469974001075
545,1978-09,Canada,0.24565666234728067
4937,1978-09,United Kingdom,0.3326569824214838
4938,1978-10,United Kingdom,0.23350473879408185
5862,1978-10,United States,0.3283941311304732
4110,1978-10,Japan,0.346825946738037
546,1978-10,Canada,0.24894200845575565
3342,1978-10,Italy,0.36150764898910936
1473,1978-10,France,0.2847121221206168
2241,1978-10,Germany,0.2944744990479189
4111,1978-11,Japan,0.346825946738037
3343,1978-11,Italy,0.36150764898910936
4939,1978-11,United Kingdom,0.23350473879408185
1474,1978-11,France,0.2847121221206168
547,1978-11,Canada,0.24894200845575565
5863,1978-11,United States,0.3283941311304732
2242,1978-11,Germany,0.2944744990479189
2243,1978-12,Germany,0.2944744990479189
1475,1978-12,France,0.2847121221206168
548,1978-12,Canada,0.24894200845575565
5864,1978-12,United States,0.3283941311304732
4112,1978-12,Japan,0.346825946738037
3344,1978-12,Italy,0.36150764898910936
4940,1978-12,United Kingdom,0.23350473879408185
3345,1979-01,Italy,0.37152957424055155
5865,1979-01,United States,0.05660054117320312
4941,1979-01,United Kingdom,0.11146749222487262
2244,1979-01,Germany,0.03962745408822799
1476,1979-01,France,0.14416054333823713
549,1979-01,Canada,0.21594893369090928
4113,1979-01,Japan,0.3564086219537186
550,1979-02,Canada,0.21594893369090928
4942,1979-02,United Kingdom,0.11146749222487262
4114,1979-02,Japan,0.3564086219537186
1477,1979-02,France,0.14416054333823713
3346,1979-02,Italy,0.37152957424055155
5866,1979-02,United States,0.05660054117320312
2245,1979-02,Germany,0.03962745408822799
2246,1979-03,Germany,0.03962745408822799
1478,1979-03,France,0.14416054333823713
4943,1979-03,United Kingdom,0.11146749222487262
551,1979-03,Canada,0.21594893369090928
3347,1979-03,Italy,0.37152957424055155
5867,1979-03,United States,0.05660054117320312
4115,1979-03,Japan,0.3564086219537186
3348,1979-04,Italy,0.1997906732095911
552,1979-04,Canada,0.32507462202254866
1479,1979-04,France,0.29118574427689214
2247,1979-04,Germany,0.6012039740102046
4116,1979-04,Japan,0.41400158514360363
5868,1979-04,United States,0.03438582526009171
4944,1979-04,United Kingdom,0.7499594347059553
4117,1979-05,Japan,0.41400158514360363
5869,1979-05,United States,0.03438582526009171
3349,1979-05,Italy,0.1997906732095911
2248,1979-05,Germany,0.6012039740102046
553,1979-05,Canada,0.32507462202254866
1480,1979-05,France,0.29118574427689214
4945,1979-05,United Kingdom,0.7499594347059553
1481,1979-06,France,0.29118574427689214
3350,1979-06,Italy,0.1997906732095911
4946,1979-06,United Kingdom,0.7499594347059553
4118,1979-06,Japan,0.41400158514360363
